,Children,Age,Income,Churn,Tenure,Bandwidth_GB_Year
234,4,19,64063.23,0,7.873371451,1029.489242
235,1,40,20414.07,0,23.62866494,2370.184448
236,0,42,41412.1,1,25.8634566,3309.919373
237,0,40,99195.08,1,9.405224809,1623.273925
238,0,72,18408.94,0,12.84490034,1146.199921
239,3,61,15930.45,1,16.59325254,2229.268031
240,0,71,25611.29,0,20.35456039,2512.36494
241,4,68,9428.86,0,12.00925702,1297.388488
242,1,88,3810.16,0,2.861423443,283.39178
243,1,64,118022.06,1,14.20349453,1947.7853
244,1,63,51992.79,1,4.98152586,849.1972541
245,0,53,79993.43,0,23.12150846,2131.359827
246,0,41,37706.85,0,6.307178205,1464.035068
247,2,63,22466.53,0,12.73622643,1381.538548
248,4,56,16608.27,0,12.00466914,1248.626874
249,2,27,25146.14,0,2.243757398,558.3751762
250,2,47,58882.35,0,1.583394702,676.2178659
251,4,42,31809.46,0,14.23487852,1641.938696
252,0,72,27235.54,1,15.28108311,1811.964373
253,3,58,70476.82,1,4.135827839,1066.632555
254,0,33,49396.09,1,9.740709475,1514.131966
255,6,87,35060.94,1,1.213704886,1189.549671
256,0,34,66055.53,0,11.86252419,1114.020282
257,7,76,91335.76,0,2.416685985,1078.291303
258,3,38,54349.75,0,6.73327535,854.2977548
259,0,47,75042.1,1,6.549035393,1489.077486
260,7,84,91001.1,1,10.57197066,1649.312808
261,4,19,44426.28,1,3.379756569,905.1959227
262,0,87,63284.16,0,8.959047529,684.6318529
263,3,75,14039.21,0,10.23679934,1662.533055
264,0,37,12453.24,1,14.96503088,2436.57146
265,1,52,15934.12,1,23.79323993,2677.74041
266,0,24,48314.4,1,11.45675389,1779.309609
267,4,83,5511.77,1,11.04076215,1494.716409
268,3,19,10701.11,1,7.425503428,1740.72604
269,1,78,10767.15,1,2.411712843,704.7552669
270,4,61,13493.63,0,2.009542213,558.4710883
271,0,38,25071.58,1,9.068119482,1282.279049
272,0,79,368.5,1,1.926789854,287.8189836
273,0,49,27976.63,0,11.77389421,1129.529441
274,0,41,56154.5,0,2.585228303,394.0148722
275,0,75,62145.59,0,9.517703088,1302.230824
276,1,60,6517.94,0,9.532523799,970.4682919
277,1,70,19090.03,0,23.103996,2522.88913
278,0,23,13194.33,1,5.104873611,682.9871863
279,2,84,63963.36,1,6.877942744,1537.109931
280,1,63,34447.89,1,21.17839683,1961.923965
281,2,88,36315.29,0,1.586331702,676.1747964
282,0,44,5009.07,1,3.778174405,929.2607767
283,1,49,14202.72,1,11.58276897,1849.484087
284,8,32,54779.76,1,11.62258922,1998.680227
285,1,69,36453.31,0,20.78013031,1898.877878
286,2,60,11250.71,1,3.940297464,992.3501481
287,0,57,65951.35,0,11.38099891,994.6354785
288,8,62,15292.25,1,1.473304337,954.0290712
289,0,26,41879.1,0,12.75609778,1775.838153
290,0,85,17080.57,1,6.253919786,1297.050577
291,2,82,68122.23,0,18.9537053,1746.405243
292,2,40,39468.79,0,9.640061615,1698.465833
293,0,50,123763.12,1,5.201330266,665.4740915
294,1,71,84301.44,1,12.42120946,1886.153328
295,2,48,42469.81,0,8.134438503,958.6989908
296,0,24,75458.79,0,14.86764776,1446.203986
297,3,79,60345.9,0,5.548652108,774.6125757
298,4,82,76066.77,0,18.35541838,1939.811149
299,2,68,42755.27,1,7.62779591,1165.564309
300,5,77,76874.25,0,4.439685675,750.8768234
301,1,19,41075.64,0,11.16903388,1292.3206
302,1,80,63095.62,1,14.14101821,2335.130986
303,4,31,82131.87,1,3.212400569,769.8534863
304,2,62,28502.33,0,16.84928353,1729.837284
305,4,80,9450.84,1,3.834727471,649.3891796
306,1,36,44977.06,0,6.198230305,823.0046464
307,0,72,13583.35,0,4.216732972,1107.882056
308,0,50,42093.64,0,4.355064781,683.8622599
309,3,31,55398.87,0,4.030250374,1301.49424
310,0,22,22362.59,0,9.915959247,1079.012505
311,0,50,40271.47,1,9.821728297,1283.463995
312,0,28,56178.63,0,9.183905417,987.653655
313,0,63,21053.35,0,8.892893007,1088.263081
314,1,73,75866.75,0,7.661226872,583.0259559
315,3,72,74061.48,0,12.4767812,1778.733282
316,7,23,35102.93,1,2.462148717,900.4043765
317,1,49,26391.1,1,14.09942339,1693.576099
318,1,82,29982.49,1,7.272649386,1143.826239
319,1,72,51154.34,0,3.999030359,886.340074
320,1,45,37583.97,0,3.115945151,373.2772664
321,1,73,28654.87,0,13.67931764,1245.328696
322,1,78,119968.61,1,14.6728104,1564.936841
323,4,71,11591.09,0,5.953547112,1354.401018
324,4,67,70174.11,1,11.74635394,1971.429689
325,1,43,8495.04,0,5.954024226,623.7865683
326,5,27,17191.02,1,22.8577804,3040.553763
327,2,39,24732.09,1,1.407866545,864.7036995
328,0,52,27282.21,0,21.08265979,2042.113893
329,9,19,40902.49,1,11.10356439,1973.661316
330,0,48,87568.16,1,9.734064703,1755.645123
331,0,22,69327.78,1,12.21754865,1758.735654
332,1,69,5194.22,1,2.423722078,557.0118807
333,1,31,12951.51,0,13.66061487,2205.334092
334,9,79,11179.42,0,8.701581043,1451.201108
335,0,65,47288.09,0,4.844060027,609.0598401
336,4,49,114398.35,1,6.485034974,1221.100604
337,6,69,105646.73,1,1.14113241,745.0493094
338,3,74,42386.84,0,7.69213424,1220.452161
339,3,27,38864.57,1,13.73012915,1771.472597
340,4,79,25215.22,1,5.690013293,1201.484293
341,1,41,9302.3,0,6.68894661,764.3017535
342,0,51,45225.74,0,9.475983046,1022.415622
343,0,57,29976.15,1,4.893221514,1284.442486
344,1,66,13155.79,0,2.656915117,289.9240291
345,4,85,14980.5,1,8.381515693,1718.600163
346,9,54,24017.57,0,14.53315436,2494.633068
347,8,79,26204.77,1,13.62832619,2270.749222
348,3,56,27978.78,1,1.281566108,567.6177123
349,1,80,46622.3,1,3.365552603,380.0501404
350,0,37,34419.26,1,5.397827503,1436.408211
351,7,24,8507.97,0,9.001231999,1852.503069
352,3,48,64420.19,0,10.9750814,1312.008382
353,0,68,122263.81,1,7.825845378,863.0820861
354,3,74,64446.9,1,14.12966281,1854.793303
355,1,37,20647.83,0,14.66914461,1778.431765
356,0,54,23956.91,1,5.388165017,764.2419259
357,1,84,56003.36,0,2.810825808,307.018806
358,10,68,50150.81,1,2.485229169,1179.782483
359,10,39,4180.22,0,2.051069457,1040.034575
360,4,85,70023.28,0,6.10108047,1080.159892
361,1,86,40728.96,1,4.950398978,775.5613336
362,1,70,69248.13,0,10.16660427,1061.587971
363,1,33,65187.42,1,12.29558653,1334.403775
364,1,58,26005.77,0,24.8868126,2346.143947
365,2,58,10423.75,0,9.660361769,1491.768656
366,4,42,28909.96,1,7.663625954,927.1279646
367,2,89,28219.28,0,5.25445262,686.9354616
368,2,63,67319.27,0,13.59137366,1460.513443
369,0,18,71348.1,1,12.3492819,1942.250203
370,4,82,39231.99,0,18.37317391,1923.549943
371,8,61,28129.21,0,8.498042024,1239.802036
372,7,36,69104.9,0,22.33583015,2499.186161
373,1,87,31282.78,0,1.541545443,302.3848209
374,0,48,65229.24,1,12.78453216,1865.48625
375,8,56,15110.46,1,2.527681829,908.7910203
376,0,57,66922.3,0,7.065506244,790.9469893
377,3,89,1666.59,1,4.258552081,956.2636975
378,6,30,50258.38,0,4.801969514,639.3261343
379,4,54,54373.35,1,5.204853319,1572.045646
380,5,55,33588.84,0,32.0730133,3099.922244
381,1,46,23629.05,1,11.16847385,1599.727567
382,0,18,91186.03,0,16.8000196,2188.672399
383,0,58,20204.74,0,17.6210362,1586.699491
384,1,60,37703.83,1,17.18829795,1828.279015
385,2,62,29117.32,0,17.52138221,1866.966586
386,4,30,52531.72,0,10.4103675,1718.555203
387,4,75,25742.72,1,3.310281145,556.2193844
388,7,23,21072.82,1,2.993625911,1035.183038
389,1,84,37774.81,1,16.26037537,1580.43019
390,3,61,20811.42,1,3.045064701,703.6927423
391,0,75,34474.39,1,15.35762157,1842.258692
392,3,72,81388.6,1,5.940902789,1167.271182
393,0,66,78272.96,1,5.988505209,1007.289786
394,2,81,11655.88,1,7.138784756,1500.69101
395,4,34,37773.19,0,8.951793883,1404.773397
396,1,82,40183.01,1,4.221959275,1342.310858
397,1,73,37149.4,0,9.797427154,1250.94478
398,0,28,10331.57,1,10.90397471,1710.958869
399,1,48,37096.85,0,1.665591776,169.3992798
400,2,53,26004.59,1,8.611218573,1261.554565
401,4,52,77291.95,1,1.28507969,794.9581116
402,3,20,24462.25,0,1.379696124,713.364269
403,0,19,75871.75,1,3.084376591,952.5914921
404,0,70,28840.47,0,2.43754565,778.6094503
405,4,48,25299.48,0,3.288124191,627.0001275
406,2,28,37631.4,0,32.30772134,2938.319116
407,2,52,23014.69,0,13.46565415,1566.001524
408,1,77,31300.68,0,19.244458,1889.642423
409,3,71,55840.35,0,8.69085131,1420.771651
410,4,22,9729.44,1,3.778575882,1254.725693
411,1,88,35891.67,1,10.27819073,1570.345219
412,0,25,20801.9,0,4.156887945,500.4406927
413,2,21,112429.2,0,11.32083915,1563.848623
414,1,39,33217.64,0,5.254442453,787.0962355
415,1,29,45562.97,0,5.2551003,1119.610001
416,1,22,15380.9,0,6.417132666,1155.782468
417,10,44,100232.53,0,18.61278731,1995.346628
418,4,74,57900.98,0,4.924623699,922.1362066
419,2,84,60476.86,0,6.325942162,717.6823944
420,1,65,26875.13,0,17.22220989,2223.835601
421,2,29,24447.03,0,3.238699239,1143.685617
422,2,51,14817.22,1,6.437878909,1537.296207
423,0,40,6170.55,1,15.22323989,1614.544362
424,2,49,33620.38,0,7.484425045,758.8338668
425,7,61,86453.08,1,7.218752772,1317.766231
426,3,61,31466.9,0,11.69875604,1189.578203
427,1,85,76984.15,0,10.03363969,1467.273158
428,8,25,43586.8,0,18.46162568,2192.693797
429,4,48,13148.09,0,16.52138638,1568.47416
430,4,86,11612.88,0,13.83290937,1376.095043
431,0,53,71215.87,1,5.02568958,811.5600648
432,2,88,18113.33,0,2.644787483,243.2617759
433,1,40,18895.18,1,2.522962069,676.6465414
434,1,23,48852.54,1,3.508974199,801.4709595
435,3,63,6574.36,1,11.50651216,1316.145864
436,2,28,10342.14,0,10.96319721,1270.217581
437,1,26,23028.48,1,5.505247606,1339.709597
438,2,22,31843.16,0,14.16961729,1624.799349
439,2,43,31920.88,0,10.27782059,1400.834009
440,6,70,54961.9,1,3.364993591,1149.108155
441,2,48,119964.79,0,9.307770559,1387.016004
442,1,29,21897.41,1,1.171557288,544.12326
443,4,61,72129.01,1,7.262579715,1803.917571
444,1,73,16368.02,0,17.06899012,1518.747945
445,2,27,59147.78,1,10.8600084,1932.20577
446,1,56,65900.37,1,16.48065356,1886.312286
447,6,19,69369.36,0,10.85041661,1738.71901
448,1,56,23382.74,1,4.85576672,1060.026737
449,2,83,25886.2,0,1.715329149,250.9270047
450,3,84,99519.26,0,21.71097206,1916.832871
451,0,62,93039.69,0,3.470685398,573.9920618
452,0,67,37852.37,0,1.914386255,272.9823095
453,1,21,54727.46,0,9.16272705,1233.975771
454,2,31,47944.46,0,7.457173484,1552.772876
455,2,25,18402.27,1,4.991605214,1259.735294
456,0,60,43631.75,1,10.5903229,1287.821218
457,6,84,31392.97,0,14.68216127,1516.667438
458,1,36,10466.23,0,5.440398012,589.9932647
459,0,87,20197.89,0,11.92300936,1021.482609
460,2,80,99482.26,1,9.461939857,1267.634616
461,0,34,48005.75,0,13.90000955,1266.503765
462,4,39,50666.54,1,13.99579075,1877.852717
463,8,42,6117.38,0,13.44056701,1541.134986
464,4,36,7953.27,0,3.179043613,744.2470872
465,0,18,101000.3,1,14.58066686,2023.519366
466,0,66,10882.02,0,17.24908083,1428.427469
467,3,20,69156.25,1,2.760467902,1283.253595
468,0,73,19563.77,0,20.04140358,2256.776479
469,0,83,27113.0,0,8.001673351,955.0876357
470,2,67,156740.67,1,1.092219692,499.7170655
471,2,62,23165.82,1,14.68600159,1562.32774
472,2,34,13378.22,0,4.135515169,776.4780765
473,2,28,5337.97,0,9.086633107,1118.646915
474,2,26,72490.86,1,9.493585403,1781.692875
475,2,82,12476.24,1,5.372758028,1086.92093
476,1,59,64584.13,0,13.82188875,1551.398147
477,6,46,32885.95,0,2.598489694,573.751474
478,1,44,80862.03,1,12.9401487,1794.116848
479,4,56,49800.1,0,4.957713222,1103.594576
480,10,32,6958.83,0,28.79864005,3143.245184
481,2,50,19133.76,1,7.176411327,1381.802291
482,7,53,23413.1,0,5.709925704,1091.10126
483,1,84,11957.82,0,3.956375328,891.9472856
484,5,33,31250.41,1,1.033067819,538.1168657
485,3,29,9487.91,0,2.206152519,497.9042695
486,7,87,13533.47,1,3.820262172,1115.476658
487,3,34,46533.08,1,2.640977982,522.7315686
488,3,34,47946.16,0,5.622660986,961.5888385
489,1,28,14393.72,1,1.634394387,883.9008134
490,2,68,4102.64,1,2.012075635,565.3167155
491,0,26,11249.18,1,10.06913982,2062.605873
492,0,61,18684.74,0,6.935335786,1197.080651
493,4,79,75276.52,0,15.56741347,1972.725118
494,1,49,78129.73,0,12.75071284,1427.321538
495,3,85,97761.18,1,8.573785357,1218.124487
496,0,25,20789.86,1,13.86188691,1874.789062
497,0,19,34038.71,1,10.77929667,1806.007164
498,0,28,16051.94,0,16.88097916,1939.600904
499,0,86,24266.04,1,16.92163398,2275.888923
500,0,54,28712.86,0,11.91663193,1372.385193
501,2,28,18966.81,1,2.81822785,785.6266383
502,2,25,67530.44,0,5.100566529,1226.343895
503,4,81,38866.92,1,4.806882153,1047.361909
504,2,89,44314.39,1,5.658327457,893.5446642
505,0,62,26929.55,1,2.649525158,1210.047397
506,1,31,50643.95,0,18.76976086,2329.912456
507,3,48,4803.58,0,13.04542381,1163.407505
508,1,22,21278.71,1,1.534192133,736.9303356
509,0,22,16874.68,0,9.039309605,1134.880009
510,2,20,20314.7,0,10.15330548,1561.294194
511,1,58,146494.7,0,8.792119046,1216.325478
512,0,81,28908.4,1,1.542556879,1192.502878
513,0,26,159315.5,1,13.65776694,2140.402985
514,0,89,47370.85,1,5.165404738,867.2394016
515,1,59,59158.79,1,13.17859958,1581.016214
516,0,75,39802.79,1,1.557206083,724.6774743
517,5,35,50195.66,0,7.226076469,1123.971139
518,1,28,52946.65,0,20.91720893,2633.809472
519,3,48,7681.82,1,7.228526307,967.7426094
520,1,29,17876.13,0,20.43854626,2101.344074
521,0,62,21795.58,1,2.915827364,862.3199149
522,1,43,5192.16,0,9.709171662,921.1401066
523,0,66,60897.92,0,1.939549257,752.1641496
524,3,56,35939.37,1,1.502124145,522.7806578
525,0,73,24091.33,1,1.906368477,736.161108
526,4,21,41209.8,1,15.60605339,2148.889242
527,1,48,26695.46,1,2.084396413,1304.999684
528,0,82,14185.42,0,1.781895205,292.4731737
529,0,22,12765.41,1,2.050742411,655.3814577
530,3,34,11386.53,0,2.447649309,660.0908173
531,2,56,56131.21,0,10.81997919,1655.780173
532,2,25,50560.17,1,8.650238791,1090.76661
533,0,44,24202.12,0,8.878536605,1136.118286
534,1,59,1668.97,0,2.359067126,673.2665835
535,0,63,36973.83,0,6.811759674,831.1303039
536,1,76,17218.09,1,5.207179461,729.541703
537,4,41,34228.9,0,9.450195459,1163.701618
538,4,25,31159.95,0,10.6312597,1720.167182
539,1,40,21654.51,0,3.564836875,626.5880936
540,0,77,36121.33,0,1.815836226,369.7619068
541,4,20,76136.04,0,8.932053699,1197.180331
542,0,53,20957.58,1,7.349620762,1164.240281
543,0,36,33559.74,1,14.71424943,1651.424177
544,0,86,30142.44,1,7.073151031,1489.301457
545,1,59,21663.69,0,1.597765127,775.0343206
546,3,26,12924.08,1,8.054118994,1808.311421
547,3,61,67021.35,0,14.96135055,1942.452213
548,3,27,31006.39,1,22.76986341,2847.700412
549,2,53,28580.25,1,2.519975147,908.4356314
550,1,32,23706.94,1,5.915247686,973.4512833
551,0,60,49693.17,0,7.793733508,1097.703155
552,3,25,77622.97,1,20.44846104,2936.746847
553,3,52,86411.28,1,10.40161068,1883.962411
554,10,32,46353.07,0,11.40192641,1808.501398
555,1,88,62359.81,0,7.604093453,844.8711719
556,0,59,19942.74,0,12.85397739,1215.114995
557,1,54,51203.14,1,1.410971237,382.5347203
